op_number,file,line,model,operation,verdict,evidence_function_name,evidence_org_check_line,scan_hint
414,./server/src/services/euRegulations/euAiActService.ts,251,eUAIActSystem,create,ORG_IN_WHERE_OR_DATA_SCAN_HINT,async registerAISystem(,,ORG_SCOPED
415,./server/src/services/euRegulations/euAiActService.ts,274,eUAIActRiskAssessment,create,ORG_IN_WHERE_OR_DATA_SCAN_HINT,async registerAISystem(,,ORG_SCOPED
416,./server/src/services/euRegulations/euAiActService.ts,322,eUAIActSystem,update,ORG_IN_PRIOR_findFirst_SCAN_HINT,async registerAISystem(,,ORG_IN_FUNC_NOT_IN_WRITE
417,./server/src/services/euRegulations/euAiActService.ts,380,eUAIActRiskAssessment,create,ORG_IN_WHERE_OR_DATA_SCAN_HINT,async conductRiskAssessment(,,ORG_SCOPED
418,./server/src/services/euRegulations/euAiActService.ts,401,eUAIActSystem,update,ORG_IN_PRIOR_findFirst_SCAN_HINT,async conductRiskAssessment(,,ORG_IN_FUNC_NOT_IN_WRITE
419,./server/src/services/euRegulations/euAiActService.ts,465,eUAIActTransparencyReport,create,ORG_IN_WHERE_OR_DATA_SCAN_HINT,async generateTransparencyReport(,,ORG_SCOPED
420,./server/src/services/euRegulations/euAiActService.ts,587,eUAIActSystem,update,ORG_IN_PRIOR_findFirst_SCAN_HINT,async updateAISystem(,,ORG_IN_FUNC_NOT_IN_WRITE
421,./server/src/services/euRegulations/euAiActService.ts,639,eUAIActSystem,delete,ORG_IN_WHERE_OR_DATA_SCAN_HINT,"async deleteAISystem(organizationId: string, systemId: string): Promise<void> {",,ORG_SCOPED
422,./server/src/services/featureService.ts,214,?,.create(,ORG_IN_PRIOR_findFirst_SCAN_HINT,async subscribeToFeature(,,ORG_IN_FUNC_NOT_IN_WRITE
423,./server/src/services/featureService.ts,238,?,.create(,ORG_IN_PRIOR_findFirst_SCAN_HINT,async subscribeToFeature(,,ORG_IN_FUNC_NOT_IN_WRITE
424,./server/src/services/featureService.ts,249,?,.create(,ORG_IN_PRIOR_findFirst_SCAN_HINT,async subscribeToFeature(,,ORG_IN_FUNC_NOT_IN_WRITE
425,./server/src/services/featureService.ts,263,featureSubscription,create,ORG_IN_WHERE_OR_DATA_SCAN_HINT,async subscribeToFeature(,,ORG_SCOPED
426,./server/src/services/featureService.ts,277,subscriptionHistory,create,ORG_IN_WHERE_OR_DATA_SCAN_HINT,async subscribeToFeature(,,ORG_SCOPED
427,./server/src/services/featureService.ts,337,?,.update(,ORG_IN_PRIOR_findFirst_SCAN_HINT,async unsubscribeFromFeature(,,ORG_IN_FUNC_NOT_IN_WRITE
428,./server/src/services/featureService.ts,348,featureSubscription,update,ORG_IN_PRIOR_findFirst_SCAN_HINT,async unsubscribeFromFeature(,,ORG_IN_FUNC_NOT_IN_WRITE
429,./server/src/services/featureService.ts,358,subscriptionHistory,create,ORG_IN_WHERE_OR_DATA_SCAN_HINT,async unsubscribeFromFeature(,,ORG_SCOPED
430,./server/src/services/frameworkTemplateService.ts,1744,auditLog,create,ORG_IN_WHERE_OR_DATA_SCAN_HINT,async applyTemplateToFramework(,,ORG_SCOPED
431,./server/src/services/frameworkTemplateService.ts,1860,controlMapping,create,ORG_IN_PRIOR_findFirst_SCAN_HINT,async applyControlMappings(,,ORG_IN_FUNC_NOT_IN_WRITE
432,./server/src/services/frameworkTemplateService.ts,2138,controlMapping,delete,ORG_IN_PRIOR_findFirst_SCAN_HINT,async regenerateControlMappings(,,ORG_IN_FUNC_NOT_IN_WRITE
433,./server/src/services/hipaaService.ts,120,pHIRecord,create,ORG_IN_WHERE_OR_DATA_SCAN_HINT,async createPHIRecord(data: {,,ORG_SCOPED
434,./server/src/services/hipaaService.ts,204,pHIAccessGrant,create,ORG_IN_WHERE_OR_DATA_SCAN_HINT,async grantPHIAccess(data: {,,ORG_SCOPED
435,./server/src/services/hipaaService.ts,242,pHIAccessGrant,update,ORG_IN_WHERE_OR_DATA_SCAN_HINT,"async revokePHIAccess(grantId: string, organizationId: string, userId: string, r",,ORG_SCOPED
436,./server/src/services/hipaaService.ts,298,businessAssociateAgreement,create,ORG_IN_WHERE_OR_DATA_SCAN_HINT,async createBAA(data: {,,ORG_SCOPED
437,./server/src/services/hipaaService.ts,348,businessAssociateAgreement,update,ORG_IN_WHERE_OR_DATA_SCAN_HINT,"async updateBAAStatus(id: string, organizationId: string, userId: string, status",,ORG_SCOPED
438,./server/src/services/hipaaService.ts,417,hIPAABreachRiskAssessment,create,ORG_IN_WHERE_OR_DATA_SCAN_HINT,async assessBreachRisk(data: BreachRiskAssessmentInput) {,,ORG_SCOPED
439,./server/src/services/hipaaService.ts,512,hIPAABreachRiskAssessment,update,ORG_IN_PRIOR_findFirst_SCAN_HINT,async markBreachNotificationSent(,,ORG_IN_FUNC_NOT_IN_WRITE
440,./server/src/services/integrations/awsService.ts,88,integration,upsert,ORG_IN_WHERE_OR_DATA_SCAN_HINT,async saveIntegration(,,ORG_SCOPED
441,./server/src/services/integrations/awsService.ts,524,integration,update,ORG_IN_WHERE_OR_DATA_SCAN_HINT,async disconnect(organizationId: string): Promise<void> {,,ORG_SCOPED
442,./server/src/services/integrations/azureDevOpsService.ts,167,?,.create(,ORG_IN_PRIOR_findFirst_SCAN_HINT,private async getClient(organizationId: string): Promise<{ client: AxiosInstance,,ORG_IN_FUNC_NOT_IN_WRITE
443,./server/src/services/integrations/azureDevOpsService.ts,240,integration,update,ORG_IN_PRIOR_findFirst_SCAN_HINT,private async refreshOAuthToken(,,ORG_IN_FUNC_NOT_IN_WRITE
444,./server/src/services/integrations/azureDevOpsService.ts,334,integration,upsert,ORG_IN_WHERE_OR_DATA_SCAN_HINT,async saveIntegration(,,ORG_SCOPED
445,./server/src/services/integrations/azureDevOpsService.ts,367,integration,update,ORG_IN_WHERE_OR_DATA_SCAN_HINT,async disconnect(organizationId: string): Promise<void> {,,ORG_SCOPED
446,./server/src/services/integrations/azureDevOpsService.ts,812,auditLog,create,ORG_IN_WHERE_OR_DATA_SCAN_HINT,async createComplianceWorkItem(,,ORG_SCOPED
447,./server/src/services/integrations/azureDevOpsService.ts,877,auditLog,create,ORG_IN_WHERE_OR_DATA_SCAN_HINT,async syncWorkItems(,,ORG_SCOPED
448,./server/src/services/integrations/azureDevOpsService.ts,924,?,.update(,ORG_IN_PRIOR_findFirst_SCAN_HINT,async syncWorkItems(,,ORG_IN_FUNC_NOT_IN_WRITE
449,./server/src/services/integrations/azureDevOpsService.ts,935,issue,create,ORG_IN_WHERE_OR_DATA_SCAN_HINT,async syncWorkItems(,,ORG_SCOPED
450,./server/src/services/integrations/azureDevOpsService.ts,951,auditLog,create,ORG_IN_WHERE_OR_DATA_SCAN_HINT,async syncWorkItems(,,ORG_SCOPED
451,./server/src/services/integrations/azureDevOpsService.ts,1072,?,.update(,ORG_IN_PRIOR_findFirst_SCAN_HINT,async processWebhookEvent(,,ORG_IN_FUNC_NOT_IN_WRITE
452,./server/src/services/integrations/azureService.ts,454,integration,update,ORG_IN_WHERE_OR_DATA_SCAN_HINT,private async updateLastSync(organizationId: string): Promise<void> {,,ORG_SCOPED
453,./server/src/services/integrations/azureService.ts,475,integration,update,ORG_IN_WHERE_OR_DATA_SCAN_HINT,async disconnect(organizationId: string): Promise<void> {,,ORG_SCOPED
454,./server/src/services/integrations/azureSyncService.ts,45,azureSyncJob,create,ORG_IN_WHERE_OR_DATA_SCAN_HINT,private async createSyncJob(,,ORG_SCOPED
455,./server/src/services/integrations/azureSyncService.ts,71,azureSyncJob,update,ORG_IN_PRIOR_findFirst_SCAN_HINT,private async updateSyncJob(,,ORG_IN_FUNC_NOT_IN_WRITE
456,./server/src/services/integrations/azureSyncService.ts,213,azureResource,upsert,ORG_IN_WHERE_OR_DATA_SCAN_HINT,async syncResources(organizationId: string): Promise<SyncResult> {,,ORG_SCOPED
457,./server/src/services/integrations/azureSyncService.ts,279,azureSecurityFinding,upsert,ORG_IN_WHERE_OR_DATA_SCAN_HINT,async syncSecurityFindings(organizationId: string): Promise<SyncResult> {,,ORG_SCOPED
458,./server/src/services/integrations/azureSyncService.ts,344,azureSecurityAlert,upsert,ORG_IN_WHERE_OR_DATA_SCAN_HINT,async syncSecurityAlerts(organizationId: string): Promise<SyncResult> {,,ORG_SCOPED
459,./server/src/services/integrations/azureSyncService.ts,417,azurePolicyCompliance,upsert,ORG_IN_WHERE_OR_DATA_SCAN_HINT,async syncPolicyCompliance(organizationId: string): Promise<SyncResult> {,,ORG_SCOPED
460,./server/src/services/integrations/azureSyncService.ts,477,azureUser,upsert,ORG_IN_WHERE_OR_DATA_SCAN_HINT,async syncUsers(organizationId: string): Promise<SyncResult> {,,ORG_SCOPED
461,./server/src/services/integrations/azureSyncService.ts,600,azureResource,delete,ORG_IN_WHERE_OR_DATA_SCAN_HINT,async deleteSyncedData(organizationId: string): Promise<void> {,,ORG_SCOPED
462,./server/src/services/integrations/azureSyncService.ts,601,azureSecurityFinding,delete,ORG_IN_WHERE_OR_DATA_SCAN_HINT,async deleteSyncedData(organizationId: string): Promise<void> {,,ORG_SCOPED
463,./server/src/services/integrations/azureSyncService.ts,602,azureSecurityAlert,delete,ORG_IN_WHERE_OR_DATA_SCAN_HINT,async deleteSyncedData(organizationId: string): Promise<void> {,,ORG_SCOPED
464,./server/src/services/integrations/azureSyncService.ts,603,azurePolicyCompliance,delete,ORG_IN_WHERE_OR_DATA_SCAN_HINT,async deleteSyncedData(organizationId: string): Promise<void> {,,ORG_SCOPED
465,./server/src/services/integrations/azureSyncService.ts,604,azureUser,delete,ORG_IN_WHERE_OR_DATA_SCAN_HINT,async deleteSyncedData(organizationId: string): Promise<void> {,,ORG_SCOPED
466,./server/src/services/integrations/azureSyncService.ts,605,azureSyncJob,delete,ORG_IN_WHERE_OR_DATA_SCAN_HINT,async deleteSyncedData(organizationId: string): Promise<void> {,,ORG_SCOPED
467,./server/src/services/integrations/githubService.ts,114,integration,upsert,ORG_IN_WHERE_OR_DATA_SCAN_HINT,async saveIntegration(,,ORG_SCOPED
468,./server/src/services/integrations/githubService.ts,429,integration,update,ORG_IN_WHERE_OR_DATA_SCAN_HINT,async disconnect(organizationId: string): Promise<void> {,,ORG_SCOPED
469,./server/src/services/integrations/googleService.ts,129,integration,upsert,ORG_IN_WHERE_OR_DATA_SCAN_HINT,async saveIntegration(,,ORG_SCOPED
470,./server/src/services/integrations/googleService.ts,222,integration,update,ORG_IN_PRIOR_findFirst_SCAN_HINT,"async ensureValidToken(organizationId: string, retryCount: number = 0): Promise<",,ORG_IN_FUNC_NOT_IN_WRITE
471,./server/src/services/integrations/googleService.ts,473,integration,update,ORG_IN_WHERE_OR_DATA_SCAN_HINT,async disconnect(organizationId: string): Promise<void> {,,ORG_SCOPED
472,./server/src/services/integrations/jiraService.ts,150,integration,upsert,ORG_IN_WHERE_OR_DATA_SCAN_HINT,async saveIntegration(,,ORG_SCOPED
473,./server/src/services/integrations/jiraService.ts,243,integration,update,ORG_IN_PRIOR_findFirst_SCAN_HINT,"async ensureValidToken(organizationId: string, retryCount: number = 0): Promise<",,ORG_IN_FUNC_NOT_IN_WRITE
474,./server/src/services/integrations/jiraService.ts,574,integration,update,ORG_IN_WHERE_OR_DATA_SCAN_HINT,async disconnect(organizationId: string): Promise<void> {,,ORG_SCOPED
475,./server/src/services/integrations/jiraService.ts,662,auditLog,create,ORG_IN_WHERE_OR_DATA_SCAN_HINT,async syncComplianceIssues(,,ORG_SCOPED
476,./server/src/services/integrations/jiraService.ts,706,issue,update,ORG_IN_PRIOR_findFirst_SCAN_HINT,async syncComplianceIssues(,,ORG_IN_FUNC_NOT_IN_WRITE
477,./server/src/services/integrations/jiraService.ts,717,issue,create,ORG_IN_WHERE_OR_DATA_SCAN_HINT,async syncComplianceIssues(,,ORG_SCOPED
478,./server/src/services/integrations/jiraService.ts,730,auditLog,create,ORG_IN_WHERE_OR_DATA_SCAN_HINT,async syncComplianceIssues(,,ORG_SCOPED
479,./server/src/services/integrations/jiraService.ts,943,issue,update,ORG_IN_PRIOR_findFirst_SCAN_HINT,async processWebhookEvent(,,ORG_IN_FUNC_NOT_IN_WRITE
480,./server/src/services/integrations/providers/baseIntegration.ts,130,?,.create(,NON_PRISMA_FALSE_POSITIVE_SCAN_HINT,protected httpClient: AxiosInstance;,,NO_ORG_CHECK
481,./server/src/services/integrations/providers/baseIntegration.ts,182,?,.update(,NON_PRISMA_FALSE_POSITIVE_SCAN_HINT,protected createEvidenceItem(,,NO_ORG_CHECK
482,./server/src/services/integrations/servicenowService.ts,181,?,.create(,ORG_IN_PRIOR_findFirst_SCAN_HINT,private async getClient(organizationId: string): Promise<AxiosInstance> {,,ORG_IN_FUNC_NOT_IN_WRITE
483,./server/src/services/integrations/servicenowService.ts,240,integration,update,ORG_IN_PRIOR_findFirst_SCAN_HINT,private async refreshOAuthToken(,,ORG_IN_FUNC_NOT_IN_WRITE
484,./server/src/services/integrations/servicenowService.ts,339,integration,upsert,ORG_IN_WHERE_OR_DATA_SCAN_HINT,async saveIntegration(,,ORG_SCOPED
485,./server/src/services/integrations/servicenowService.ts,372,integration,update,ORG_IN_WHERE_OR_DATA_SCAN_HINT,async disconnect(organizationId: string): Promise<void> {,,ORG_SCOPED
486,./server/src/services/integrations/servicenowService.ts,569,auditLog,create,ORG_IN_WHERE_OR_DATA_SCAN_HINT,async createChange(,,ORG_SCOPED
487,./server/src/services/integrations/servicenowService.ts,759,auditLog,create,ORG_IN_WHERE_OR_DATA_SCAN_HINT,async createComplianceIncident(,,ORG_SCOPED
488,./server/src/services/integrations/servicenowService.ts,824,auditLog,create,ORG_IN_WHERE_OR_DATA_SCAN_HINT,async syncIncidents(,,ORG_SCOPED
489,./server/src/services/integrations/servicenowService.ts,872,?,.update(,ORG_IN_PRIOR_findFirst_SCAN_HINT,async syncIncidents(,,ORG_IN_FUNC_NOT_IN_WRITE
490,./server/src/services/integrations/servicenowService.ts,883,issue,create,ORG_IN_WHERE_OR_DATA_SCAN_HINT,async syncIncidents(,,ORG_SCOPED
491,./server/src/services/integrations/servicenowService.ts,900,auditLog,create,ORG_IN_WHERE_OR_DATA_SCAN_HINT,async syncIncidents(,,ORG_SCOPED
492,./server/src/services/integrations/servicenowService.ts,1017,?,.update(,ORG_IN_PRIOR_findFirst_SCAN_HINT,async processWebhookEvent(,,ORG_IN_FUNC_NOT_IN_WRITE
493,./server/src/services/integrations/slackService.ts,139,integration,upsert,ORG_IN_WHERE_OR_DATA_SCAN_HINT,async saveIntegration(,,ORG_SCOPED
494,./server/src/services/integrations/slackService.ts,516,integration,update,ORG_IN_WHERE_OR_DATA_SCAN_HINT,async disconnect(organizationId: string): Promise<void> {,,ORG_SCOPED
495,./server/src/services/integrations/slackService.ts,668,integration,update,ORG_IN_WHERE_OR_DATA_SCAN_HINT,async configureAlertChannel(,,ORG_SCOPED
496,./server/src/services/iso27001Service.ts,155,iSO27001Assessment,create,ORG_IN_WHERE_OR_DATA_SCAN_HINT,async createAssessment(data: {,,ORG_SCOPED
497,./server/src/services/iso27001Service.ts,228,iSO27001Assessment,update,ORG_IN_WHERE_OR_DATA_SCAN_HINT,async updateAssessmentStatus(,,ORG_SCOPED
498,./server/src/services/iso27001Service.ts,268,iSO27001SoA,upsert,ORG_IN_WHERE_OR_DATA_SCAN_HINT,async upsertSoAEntry(data: {,,ORG_SCOPED
499,./server/src/services/iso27001Service.ts,345,iSO27001RiskScenario,create,ORG_IN_WHERE_OR_DATA_SCAN_HINT,async createRiskScenario(data: {,,ORG_SCOPED
500,./server/src/services/iso27001Service.ts,405,iSO27001RiskScenario,update,ORG_IN_WHERE_OR_DATA_SCAN_HINT,async updateRiskScenario(,,ORG_SCOPED
501,./server/src/services/iso27001Service.ts,447,iSO27001CorrectiveAction,create,ORG_IN_WHERE_OR_DATA_SCAN_HINT,async createCorrectiveAction(data: {,,ORG_SCOPED
502,./server/src/services/iso27001Service.ts,489,iSO27001CorrectiveAction,update,ORG_IN_WHERE_OR_DATA_SCAN_HINT,async updateCorrectiveActionStatus(,,ORG_SCOPED
503,./server/src/services/issueManagementService.ts,33,issue,create,ORG_IN_WHERE_OR_DATA_SCAN_HINT,async createIssue(data: {,,ORG_SCOPED
504,./server/src/services/issueManagementService.ts,117,issue,update,ORG_IN_PRIOR_findFirst_SCAN_HINT,async updateIssueStatus(,,ORG_IN_FUNC_NOT_IN_WRITE
505,./server/src/services/issueManagementService.ts,157,issue,update,ORG_IN_PRIOR_findFirst_SCAN_HINT,async assignIssue(,,ORG_IN_FUNC_NOT_IN_WRITE
506,./server/src/services/issueManagementService.ts,200,issueComment,create,ORG_IN_WHERE_OR_DATA_SCAN_HINT,async addComment(,,ORG_SCOPED
507,./server/src/services/issueManagementService.ts,257,issue,update,ORG_IN_WHERE_OR_DATA_SCAN_HINT,async updateRemediationPlan(,,ORG_SCOPED
508,./server/src/services/issueManagementService.ts,384,issue,update,ORG_IN_PRIOR_findFirst_SCAN_HINT,async updateSLAStatuses(organizationId: string) {,,ORG_IN_FUNC_NOT_IN_WRITE
509,./server/src/services/mdmService.ts,136,managedDevice,create,ORG_IN_WHERE_OR_DATA_SCAN_HINT,async enrollDevice(data: {,,ORG_SCOPED
510,./server/src/services/mdmService.ts,262,managedDevice,update,ORG_IN_PRIOR_findFirst_SCAN_HINT,async updateDevice(,,ORG_IN_FUNC_NOT_IN_WRITE
511,./server/src/services/mdmService.ts,294,managedDevice,update,ORG_IN_WHERE_OR_DATA_SCAN_HINT,async unenrollDevice(,,ORG_SCOPED
512,./server/src/services/mdmService.ts,325,managedDevice,delete,ORG_IN_WHERE_OR_DATA_SCAN_HINT,"async deleteDevice(id: string, userId: string, organizationId: string): Promise<",,ORG_SCOPED
513,./server/src/services/mdmService.ts,360,managedDevice,update,ORG_IN_PRIOR_findFirst_SCAN_HINT,async reassignDevice(,,ORG_IN_FUNC_NOT_IN_WRITE
514,./server/src/services/mdmService.ts,425,mDMPolicy,create,ORG_IN_WHERE_OR_DATA_SCAN_HINT,async createPolicy(data: {,,ORG_SCOPED
515,./server/src/services/mdmService.ts,536,mDMPolicy,update,ORG_IN_PRIOR_findFirst_SCAN_HINT,async updatePolicy(,,ORG_IN_FUNC_NOT_IN_WRITE
516,./server/src/services/mdmService.ts,565,mDMPolicy,delete,ORG_IN_WHERE_OR_DATA_SCAN_HINT,"async deletePolicy(id: string, userId: string, organizationId: string): Promise<",,ORG_SCOPED
517,./server/src/services/mdmService.ts,606,deviceAction,create,ORG_IN_PRIOR_findFirst_SCAN_HINT,async executeAction(data: {,,ORG_IN_FUNC_NOT_IN_WRITE
518,./server/src/services/mdmService.ts,782,deviceComplianceCheck,create,ORG_IN_PRIOR_findFirst_SCAN_HINT,async runComplianceCheck(,,ORG_IN_FUNC_NOT_IN_WRITE
519,./server/src/services/mdmService.ts,797,managedDevice,update,ORG_IN_PRIOR_findFirst_SCAN_HINT,async runComplianceCheck(,,ORG_IN_FUNC_NOT_IN_WRITE
520,./server/src/services/mdmService.ts,1139,deviceAction,update,ORG_IN_PRIOR_FETCH,private async executeDeviceAction(,"mdmService.ts:1139 — executeDeviceAction(action, device) receives pre-fetched org-validated records as parameters",NO_ORG_CHECK
521,./server/src/services/mdmService.ts,1150,managedDevice,update,ORG_IN_PRIOR_FETCH,private async executeDeviceAction(,mdmService.ts:1150 — executeDeviceAction same as #520,NO_ORG_CHECK
522,./server/src/services/monitoringService.ts,29,continuousMonitor,create,ORG_IN_WHERE_OR_DATA_SCAN_HINT,async createMonitor(data: {,,ORG_SCOPED
523,./server/src/services/monitoringService.ts,75,monitorResult,create,ORG_IN_PRIOR_findFirst_SCAN_HINT,async executeMonitor(,,ORG_IN_FUNC_NOT_IN_WRITE
524,./server/src/services/monitoringService.ts,89,continuousMonitor,update,ORG_IN_WHERE_OR_DATA_SCAN_HINT,async executeMonitor(,,ORG_SCOPED
525,./server/src/services/monitoringService.ts,262,issue,create,ORG_IN_WHERE_OR_DATA_SCAN_HINT,private async createIssueFromFailure(,,ORG_SCOPED
526,./server/src/services/monitoringService.ts,399,continuousMonitor,update,ORG_IN_WHERE_OR_DATA_SCAN_HINT,async toggleMonitorActive(,,ORG_SCOPED
527,./server/src/services/monitoringService.ts,461,continuousMonitor,update,ORG_IN_WHERE_OR_DATA_SCAN_HINT,async updateMonitor(,,ORG_SCOPED
528,./server/src/services/monitoringService.ts,493,monitorResult,delete,ORG_IN_WHERE_OR_DATA_SCAN_HINT,"async deleteMonitor(monitorId: string, userId: string, organizationId: string) {",,ORG_SCOPED
529,./server/src/services/monitoringService.ts,494,continuousMonitor,delete,ORG_IN_WHERE_OR_DATA_SCAN_HINT,"async deleteMonitor(monitorId: string, userId: string, organizationId: string) {",,ORG_SCOPED
530,./server/src/services/multiWorkspaceService.ts,33,organization,update,ORG_IN_PRIOR_findFirst_SCAN_HINT,async createChildOrganization(,,ORG_IN_FUNC_NOT_IN_WRITE
531,./server/src/services/multiWorkspaceService.ts,40,organization,create,ORG_IN_PRIOR_findFirst_SCAN_HINT,async createChildOrganization(,,ORG_IN_FUNC_NOT_IN_WRITE
532,./server/src/services/multiWorkspaceService.ts,269,user,update,ORG_IN_WHERE_OR_DATA_SCAN_HINT,async moveUserToOrganization(,,ORG_SCOPED
533,./server/src/services/multiWorkspaceService.ts,314,complianceFramework,create,ORG_IN_WHERE_OR_DATA_SCAN_HINT,async cloneFrameworkToChildren(,,ORG_SCOPED
534,./server/src/services/multiWorkspaceService.ts,326,frameworkControl,create,ORG_IN_PRIOR_findFirst_SCAN_HINT,async cloneFrameworkToChildren(,,ORG_IN_FUNC_NOT_IN_WRITE
535,./server/src/services/nistCsfService.ts,445,nistCsfProfile,create,ORG_IN_WHERE_OR_DATA_SCAN_HINT,async createProfile(input: CreateProfileInput) {,,ORG_SCOPED
536,./server/src/services/nistCsfService.ts,492,nistCsfProfile,update,ORG_IN_PRIOR_findFirst_SCAN_HINT,async updateProfile(,,ORG_IN_FUNC_NOT_IN_WRITE
537,./server/src/services/nistCsfService.ts,558,nistCsfProfile,update,ORG_IN_PRIOR_findFirst_SCAN_HINT,"async archiveProfile(id: string, organizationId: string, userId: string) {",,ORG_IN_FUNC_NOT_IN_WRITE
538,./server/src/services/nistCsfService.ts,599,nistCsfSubcategoryAssessment,upsert,ORG_IN_PRIOR_findFirst_SCAN_HINT,async upsertSubcategoryAssessment(input: UpsertAssessmentInput) {,,ORG_IN_FUNC_NOT_IN_WRITE
539,./server/src/services/nistCsfService.ts,683,nistCsfSubcategoryAssessment,create,ORG_IN_WHERE_OR_DATA_SCAN_HINT,"async bulkSeedSubcategories(profileId: string, organizationId: string, userId: s",,ORG_SCOPED
540,./server/src/services/nistCsfService.ts,906,nistCsfGapAnalysis,create,ORG_IN_WHERE_OR_DATA_SCAN_HINT,async generateGapAnalysis(,,ORG_SCOPED
541,./server/src/services/nistCsfService.ts,926,nistCsfGapAnalysis,create,ORG_IN_WHERE_OR_DATA_SCAN_HINT,async generateGapAnalysis(,,ORG_SCOPED
542,./server/src/services/nistCsfService.ts,1045,nistCsfActionItem,create,ORG_IN_WHERE_OR_DATA_SCAN_HINT,async createActionItem(input: CreateActionItemInput) {,,ORG_SCOPED
543,./server/src/services/nistCsfService.ts,1090,nistCsfActionItem,update,ORG_IN_WHERE_OR_DATA_SCAN_HINT,async updateActionItem(,,ORG_SCOPED
544,./server/src/services/nistCsfService.ts,1144,nistCsfActionItem,update,ORG_IN_PRIOR_findFirst_SCAN_HINT,"async completeActionItem(id: string, organizationId: string, userId: string) {",,ORG_IN_FUNC_NOT_IN_WRITE
545,./server/src/services/notificationService.ts,197,notification,create,ORG_IN_WHERE_OR_DATA_SCAN_HINT,async sendNotification(,,ORG_SCOPED
546,./server/src/services/notificationService.ts,231,notification,update,ORG_IN_PRIOR_findFirst_SCAN_HINT,async sendNotification(,,ORG_IN_FUNC_NOT_IN_WRITE
547,./server/src/services/notificationService.ts,528,?,.create(,ORG_IN_PRIOR_findFirst_SCAN_HINT,private async sendSMS(,,ORG_IN_FUNC_NOT_IN_WRITE
548,./server/src/services/notificationService.ts,537,notification,create,ORG_IN_WHERE_OR_DATA_SCAN_HINT,private async sendSMS(,,ORG_SCOPED
549,./server/src/services/notificationService.ts,704,notification,update,ORG_IN_PRIOR_findFirst_SCAN_HINT,"async markAsRead(notificationId: string, userId: string): Promise<void> {",,ORG_IN_FUNC_NOT_IN_WRITE
550,./server/src/services/npsService.ts,92,?,.update(,ORG_IN_PRIOR_findFirst_SCAN_HINT,(unknown),,ORG_IN_FUNC_NOT_IN_WRITE
551,./server/src/services/npsService.ts,134,nPSInvitation,create,ORG_IN_WHERE_OR_DATA_SCAN_HINT,async scheduleInvitation(input: {,,ORG_SCOPED
552,./server/src/services/npsService.ts,177,nPSInvitation,update,ORG_IN_PRIOR_findFirst_SCAN_HINT,"async sendInvitation(invitationId: string, organizationId: string) {",,ORG_IN_FUNC_NOT_IN_WRITE
553,./server/src/services/npsService.ts,211,nPSInvitation,update,ORG_IN_PRIOR_findFirst_SCAN_HINT,"async sendInvitation(invitationId: string, organizationId: string) {",,ORG_IN_FUNC_NOT_IN_WRITE
554,./server/src/services/npsService.ts,256,nPSResponse,create,ORG_IN_WHERE_OR_DATA_SCAN_HINT,async createResponse(input: CreateNPSResponseInput) {,,ORG_SCOPED
555,./server/src/services/npsService.ts,270,nPSInvitation,update,ORG_IN_PRIOR_findFirst_SCAN_HINT,async createResponse(input: CreateNPSResponseInput) {,,ORG_IN_FUNC_NOT_IN_WRITE
556,./server/src/services/npsService.ts,294,nPSInvitation,update,ORG_IN_WHERE_OR_DATA_SCAN_HINT,"async dismissInvitation(invitationId: string, organizationId: string, userId: st",,ORG_SCOPED
557,./server/src/services/npsService.ts,317,nPSInvitation,update,ORG_IN_WHERE_OR_DATA_SCAN_HINT,"async snoozeInvitation(invitationId: string, organizationId: string, userId: str",,ORG_SCOPED
558,./server/src/services/pciDssService.ts,241,?,.create(,ORG_IN_WHERE_OR_DATA_SCAN_HINT,async createScope(data: {,,ORG_SCOPED
559,./server/src/services/pciDssService.ts,305,?,.update(,ORG_IN_WHERE_OR_DATA_SCAN_HINT,async updateScope(,,ORG_SCOPED
560,./server/src/services/pciDssService.ts,413,?,.update(,ORG_IN_WHERE_OR_DATA_SCAN_HINT,async upsertRequirement(data: {,,ORG_SCOPED
561,./server/src/services/pciDssService.ts,414,?,.create(,ORG_IN_WHERE_OR_DATA_SCAN_HINT,async upsertRequirement(data: {,,ORG_SCOPED
562,./server/src/services/pciDssService.ts,492,?,.create(,ORG_IN_WHERE_OR_DATA_SCAN_HINT,"async bulkSeedRequirements(scopeId: string, organizationId: string, userId: stri",,ORG_SCOPED
563,./server/src/services/pciDssService.ts,551,?,.create(,ORG_IN_WHERE_OR_DATA_SCAN_HINT,async createEvidence(data: {,,ORG_SCOPED
564,./server/src/services/pciDssService.ts,616,?,.update(,ORG_IN_WHERE_OR_DATA_SCAN_HINT,"async approveEvidence(id: string, organizationId: string, reviewerId: string) {",,ORG_SCOPED
565,./server/src/services/pciDssService.ts,649,?,.update(,ORG_IN_WHERE_OR_DATA_SCAN_HINT,"async rejectEvidence(id: string, organizationId: string, reviewerId: string, rea",,ORG_SCOPED
566,./server/src/services/pciDssService.ts,707,?,.create(,ORG_IN_WHERE_OR_DATA_SCAN_HINT,async createQSAFinding(data: {,,ORG_SCOPED
567,./server/src/services/pciDssService.ts,784,?,.update(,ORG_IN_PRIOR_findFirst_SCAN_HINT,async updateQSAFindingStatus(,,ORG_IN_FUNC_NOT_IN_WRITE
568,./server/src/services/pciDssService.ts,856,?,.create(,ORG_IN_WHERE_OR_DATA_SCAN_HINT,async createCCW(data: {,,ORG_SCOPED
